,create_age(months),expiry_age(months),update_age(days),URL,Label
5524,35,1,60,http://www.karejones.com/Doc/3cce4b83eaabd467e9d21748495037c2/verifica...,
371,233,7,220,http://www.jelks-coffee.com/...,
541,209,55,1180,http://www.ferriscoffee.com/...,
285,36,12,9,http://fuzzyduck-creative.co.uk/beautifulyoubeautique/wp-admin/network...,
5195,174,102,5290,http://www.venierospastry.com/...,
3556,13,23,14,http://rafoiluae.com/uploads/Products/folder/login.jsp.htm...,
6993,3,9,82,http://allegro.voucher-do-wygrania.com/?p=841...,
5507,-1,-1,-1,http://www.dutycosmeticos.com.br/www/c37d1338de9bd133e495eeb1c05d3e24/...,
2459,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc...,
3961,203,1,348,http://www.suburbanwines.com/...,
2481,-1,7,-1,http://www.pluton.com.mx/nab/3D/a3dd898300fe9b3ac7949ca10c7ca909/...,
6042,41,31,471,http://tornillosyrefacciones.com/modules/mod_custom/emailupdate2016/ma...,
1041,9,3,225,http://muzikkoyu.net/dropbox2016/Home/index.php...,
4389,-1,-1,-1,https://sites.google.com/site/lettheshowbegin/...,
2684,172,8,136,http://www.ema-tech.co.uk/mufc/...,
6153,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc/c41ae7f21ca577cd891f3b3bcc747...,
4325,-1,-1,-1,http://naturezaviva.net.br/wp-file/358803ba52e2a3c94292e6c0bd78eeba/...,
290,226,14,8,http://hiroba.dqx.jp.izoel.usa.cc/account/app/svc/login.html...,
2690,194,46,81,http://mentalcalculations.150m.com/...,
1395,-1,-1,-1,http://www.senopel.com.br/dezastre/confirm.php...,
6144,194,10,65,http://www.alicesoftware.com/...,
4292,2,10,54,http://espace-assur.com/assure/62f23d7a883403f12e14c037a4c0149e...,
6864,37,11,972,http://handasapc.com/htd13.html...,
2974,60,48,565,http://www.bluehatcoffee.com/...,
3638,-1,18,-1,https://www.ndmc.gov.in/...,
5695,-1,-1,-1,http://www.ambergallery.lt/...,
2059,-1,-1,-1,http://www.doctorfixit.com.au/usaa.com-sec-inet-auth-logon-ent-logon-l...,
1160,230,10,52,http://www.funbrain.com/football/...,
2670,100,68,203,http://www.bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref...,
83,163,9,149,http://www.coffeefool.com/...,
5061,58,14,-1,http://servicepaypal-co.myjino.ru/payuk/fd42cc34a1c4b7a02a7cb4dbe6a0f0...,
2812,2,10,61,http://www.safetem.com/fcid/login.php...,
1402,-1,-1,-1,http://front.math.ucdavis.edu/math.HO...,
3113,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,
1409,110,22,108,http://www.aurateas.com/...,
1135,10,2,296,http://constructodo-jv.com/usaaweb2.php...,
2975,-1,7,-1,http://disneychannel.disney.in/...,
5418,-1,-1,-1,http://108.167.132.28/~ofert635/Dia_Dos_Namorados_iPhone/Produto_On_Li...,
4717,200,16,69,http://www.generation5.org/...,
2624,-1,8,-1,http://www.gujhealth.gov.in/...,
5630,-1,-1,-1,http://dpistudio.ir/wp-content/plugins/docsign/b376ab5688dacfa151afa83...,
4376,-1,-1,-1,http://www.niercentrum.nl/wp-includes/ID3/b.php...,
4070,140,40,632,http://www.visualmathlearning.com/...,
1051,33,3,262,http://theplantgrower.com/download/11/EnterYourPIN.htm...,
31,199,53,269,http://www.bluedogzdesign.com/...,
6636,248,4,615,http://www.golden-west-wine.com/...,
5129,-1,-1,-1,http://service-confirm-account-information-support.ortopedistaenmerida...,
4006,-1,-1,-1,http://www.naas.ae/ac/googledrive/contactform.php...,
857,-1,-1,-1,http://192.185.216.92/~pastorsilvano/Neworder/alibaba/login.alibaba.co...,
5197,185,7,162,http://www.resumecompass.com/...,
2883,36,12,8,http://leighgphotography.com/SERVICE/7wkn6t5qe9io6trp5wob9qzu8357pgxn2...,
5572,-1,-1,-1,http://confirmfb-file.at.ua/account-safety/14/...,
4432,-1,-1,-1,http://gee.cs.oswego.edu/dl/html/malloc.html...,
911,55,5,211,http://usaa.com.inet.ent.logon.intersurfcables.com/Usaa/index.php...,
2777,169,11,34,http://www.dotcombooks4u.com/...,
5163,19,5,576,http://service-paypal-information.sweddy.com/SERVICE/r4xnyvm03ucsisap3...,
3677,71,1,333,http://www.gerardogonzalezgodoy.com/vous/vous/proni...,
2707,224,4,116,http://www.landmarkcoffee.com/...,
791,21,3,229,http://hymesh.net/listfinancial...,
234,-1,-1,-1,http://www.maths.gla.ac.uk/~ca/...,
2383,251,73,1282,http://www.multi.com/...,
3315,35,1,347,http://images-service-pages-2016.fulba.com/index.htm...,
3125,7,11,57,http://www.nac.pl/...,
5191,27,33,823,http://chinakargo.com/ga/wp-includes/js/tinymce/item/b0f07c98544c206c1...,
3054,132,0,362,http://www.kjivf.com/...,
660,204,48,432,http://www.wineandco.com/...,
1712,202,14,478,http://www.jumpymonkey.com/...,
1128,-1,-1,-1,http://www.silveirapiresadvogados.com.br/test/confirm.php...,
4933,205,59,53,http://jeanturmo.com/...,
3581,-1,-1,-1,http://eloahair.com.br/Zone1/login.php...,
5052,64,8,176,http://www.sajhakhabar.com/1/zonalzone/homezone...,
2428,151,17,232,http://www.computerarticles.co.uk/...,
3569,196,68,5977,http://www.karunagems.com/...,
17,41,7,151,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,
4375,-1,-1,-1,http://notoy.es/~somaya30/appleid/?ID=login&amp;Key=c4650eecef1e5386d2...,
3715,18,6,200,http://mlabsbd.com/files/dropbox...,
2520,21,51,122,http://lederair.net/wellsfargo/...,
5024,169,11,87,http://allometra.com/...,
6224,261,27,1,http://www.economist.com/...,
880,7,5,228,http://www.haflaat.com/wp-includes/SimplePie/Data...,
3786,-1,-1,-1,http://www.ediaust.com.au/Dropbox/dropbox...,
3400,18,6,168,http://gitlab.do-lang.org/sent_notifications/ff0f22ea90ee9b20befb49ee1...,
3112,21,3,5,http://mtadumps.com/wp-includes/images/PO/download/document.php?n=1774...,
4777,39,9,83,http://khicongnghiepmiennam.com/modules/mod_login/apps.google/Authetic...,
4658,216,14,376,http://www.abcfeelings.com/...,
6379,12,12,27,http://buzzooks.com/mail/dropbox...,
3040,118,14,244,http://www.footiemap.com/...,
3433,213,15,277,http://www.andhraprabha.com/...,
60,9,3,4,http://ns4.pvtns.com/nama/dropbox/...,
442,188,4,19,http://www.careerproplus.com/...,
404,-1,-1,-1,http://www.caros.co.nz/...,
3350,-1,-1,-1,http://gentlegiant.com.au/hmrc/new/index(old).php...,
6468,113,7,135,http://www.lfclive.net/...,
2363,80,4,169,http://www.barcafan-club.com/...,
36,-1,-1,-1,http://smp2wonosari.sch.id/elearning/ch/...,
2803,-1,-1,-1,http://www.donfilete.cl/css/account...,
782,-1,-1,-1,http://www.career.com/...,
2494,-1,-1,-1,http://www.bruceshefrininteriordesign.ca/wp-includes/js/crop/ipad/...,
5624,222,54,180,http://www.ingeborgs.com/...,
4309,217,47,279,http://www.thecosmeticsurgeon.com/...,
5057,131,13,343,http://www.bluewatchmcfc.co.uk/...,
4623,192,11,46,http://pc-internet-tips.blogspot.com/...,
1942,262,1,269,http://jeff560.tripod.com/mathword.html...,
2701,221,7,154,http://internetwines.com/...,
1376,152,9,88,http://www.ritasretros.com/...,
5400,53,19,150,http://aldopacchiano.com/hood/order/others/?rand=13inboxlightaspxn.177...,
1762,111,9,87,http://www.brooklynflavors.com/...,
4675,17,7,136,http://www.almomahidin.net/AA/bb/1/6/login.php?.portal...,
4728,223,5,196,http://www.crabtree-evelyn.com/...,
3105,-1,-1,-1,http://w7hya049b.homepage.t-online.de/capital.lone.com/details.html...,
2384,139,17,488,http://www.company-rings.com/...,
5784,126,18,186,http://www.literature-study-online.com/essays/alice_video.html...,
177,13,11,8,http://srilankanenews.com/css/2a566dd5b6ea4dd80282a90161e7da2d/...,
4657,98,10,38,http://www.hebergement-discounter.com/gestion/getproductrequest.htm...,
4318,-1,-1,-1,http://www.conhecendobrasil.com.br/t/index.php...,
3076,231,4,238,http://www.military.com/veteran-jobs...,
6845,226,14,8,http://secure.square.login-zuey.usa.cc/account/app/svc/login.html...,
5095,-1,-1,-1,http://oreidaomelete.com.br/admin/GoogleDoc...,
5246,-1,-1,-1,http://irs.gov.chstus.com/...,
4329,-1,-1,-1,http://dietadeluxe.pl/wp-admin/confirmation/pin.php...,
3765,-1,-1,-1,http://leitzke-modellbau.de/images/stories/Apller/7871c/dir/log.php?cm...,
4330,20,100,484,http://avengersystems.com/wp-content/themes/twentytwelve/a/index.htm...,
4634,122,-1,109,http://desertours.fr/dstcache/desertours_fr/dropbox/f847e6ea54e5497456...,
107,220,20,510,http://www.hailcotton.com/...,
6205,200,16,225,http://www.reutersbusinessinsight.com/...,
2664,-1,-1,-1,http://usaa.com-inet-ent-logoff-logoff-detour-start-detourid-iscadmem....,
3916,197,7,106,http://www.cabdirect.org/...,
6167,173,19,165,http://www.gbgarts.com/components/com_mailto/views/mailto/tmpl/pulign/...,
4067,-1,-1,-1,http://page-fbconfirm.at.ua/account-security-page.html...,
2870,-1,1,-1,http://grandidonazioni.amref.it/js/drox/...,
1522,163,5,216,http://www.finewinehouse.com/...,
2641,253,11,386,http://www.autofacts.com/...,
1143,26,10,46,http://dankunimunicipality.com/web/us/log/USAA%20_%20Welcome%20to%20US...,
3898,147,9,77,http://www.cowboysbbq.com/...,
6529,-1,-1,-1,http://www.safiraglass.com.br/images/...,
471,-1,-1,-1,http://www.eye-laser.gr/images/menu/review/business/google/Ed/Ed/...,
3541,-1,4,-1,http://ssc.nic.in/...,
5708,194,10,91,http://www.houseofscents.com/...,
3223,68,16,254,http://justthebesttraffic.com/images/members/www.wellsfargo.com/www.we...,
569,6,6,187,http://wanfoyosystamangera.com/Videotron/Videotron/f8e999b2fe64ed53403...,
3723,33,3,267,http://elliotlakeentertainment.com/images/images/fffdgg/Aol/index.htm...,
3819,218,22,1164,http://www.specialtea.com/...,
4601,187,77,245,http://en.wikipedia.org/wiki/Computability_theory...,
3048,217,59,476,http://www.microroaster.com/...,
2942,25,11,35,http://www.constructoraluvial.com/images/home/71969edc514054cc7b10cf17...,
1262,4,8,128,http://www.libaobag.com/data/viewdoc/...,
3689,71,1,2735,http://www.lecznica-nowysacz.pl/verify/id/welcome/abac3118bf8545acaa53...,
2529,4,7,136,http://letsgobrunch.com/jad/ypo/board3/blackboard.htm...,
1453,-1,-1,-1,https://www.cia.gov/library/publications/world-leaders-1/IN.html...,
2174,205,23,471,http://www.milligazette.com/...,
6706,234,54,249,http://www.dazbog.com/...,
6862,218,10,373,http://www.collectiblefirearms.com/...,
1164,166,98,395,https://gator4236.hostgator.com/~mobilemo/postaleID/cmd/55e630d4b60afb...,
98,237,3,317,http://tea-room.stores.yahoo.net/...,
6288,5,7,62,http://top10filmy.com/index/7d490022ef5168c41669aa7a2de6c3d5/cdfc2a6c8...,
1463,238,2,642,http://www.officiallondontheatre.co.uk/...,
502,193,35,24,http://www.manzoku.co.uk/...,
2919,192,11,46,http://zachschauf.blogspot.com/...,
1018,54,18,210,http://askmeonline.co.uk/auth/redirect/redirect/security/update/index....,
455,-1,-1,-1,https://docs.google.com/document/d/1IbvEorcpHfp8ACLW3gF8mDfVO_hX7wOivC...,
6426,8,40,0,http://www.777classifieds.com/templates/olaa.html...,
4025,132,12,383,http://www.footballteamnews.co.uk/liverpool-news.html...,
3574,211,17,228,http://www.zompist.com/langfaq.html...,
2446,-1,-1,-1,http://littlespiritstutoring.com.au/wp-includes/js/jcrop/aol/index.htm...,
2280,-1,-1,-1,http://thunderboltproductions.com.au/test2/Center/x/aaa/redpedisignnwr...,
6817,263,1,269,http://minniespies.tripod.com/minnies.htm...,
6315,-1,-1,-1,http://devutilidades.com.br/11/filewords...,
2746,36,12,13,http://christjagdalpur.com/zeedrop/dropbox/Dropbox.html...,
1450,27,9,88,http://www.cemkece.org/GDC/secured...,
6012,-1,-1,-1,http://saidanails.gr/Zenithen1.html...,
2180,-1,-1,-1,http://www.ipv7.com.br/wells/k/submit_page.php...,
721,25,11,479,http://wildcitymedia.com/index_login.htm...,
4860,91,5,109,http://www.signaturestylesvt.com/cache/Zone1/...,
4812,-1,-1,-1,http://www.aim.com.au/...,
1881,27,21,95,http://www.medi-surg.co.uk/wp-includes/fonts/8c798a01b3c3e749e55d811be...,
4510,184,104,54,http://secure1.store.apple.com.nlipdlgtpmg91wx.robstephens.com/sign_in...,
3524,159,21,968,http://athon.websitewelcome.com/~khoryhome/42c85f1daa01e55972ade7d178b...,
1807,125,19,95,http://www.stonesandfindings.com/...,
303,64,56,1657,http://www.carmelcoffeeroasters.com/...,
3296,42,6,186,http://budget-building-supplies.com/9fjsauas7e6w5sa4a3w2s45x55v5vds5s4...,
5915,199,5,207,http://www.history-timeline.com/...,
5505,210,90,633,http://www.moneycontrol.com/cnbctv18/...,
3209,158,22,61,http://www.thebeanforge.com/...,
3264,-1,-1,-1,http://wtftpc.com.au/wp-content/account/upgrade/hotmail/544516d4caf243...,
5459,-1,4,-1,http://ceodelhi.gov.in/...,
3704,-1,-1,-1,http://www.crpc.rice.edu/newsletters/oct94/director.html...,
4171,52,8,42,http://vertebraledu.org/logs/apache/7a84f4a724de82159ebf517babd24a64/...,
5053,-1,-1,-1,http://www.jiscmail.ac.uk/mailinglists/category/Maths_&_Statistics.html...,
4501,12,0,365,http://apogeesourceinc.com/pdf5...,
2997,210,18,216,http://www.vietnamhost.com/huongviet_service/...,
749,7,5,199,http://au699.com/sortfinancial/...,
4951,-1,-1,-1,http://www.alpertron.com.ar/NUMBERT.HTM...,
5557,-1,-1,-1,http://expoolavarria.ruralolavarria.com.ar/libraries/be082262a/mc!ty/f...,
435,17,7,161,http://www.billposas.com/2016/pvalidate.html...,
4877,188,88,333,http://www.rkshipping.com/...,
6665,164,4,195,http://www.artofflower.com/...,
5563,252,12,64,http://www.netshare.com/...,
3351,-1,-1,-1,http://tatarlar.pro/images/usaa-secure/usaa-secure/usaa/...,
2633,-1,-1,-1,http://78ra.at.ua/confirmation-page.html...,
4036,164,4,150,http://www.delicasa.com/...,
4438,235,41,10,http://www.corliss-lamont.org/...,
4587,9,2,-1,http://tfonbaron.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20ci...,
3655,5,7,166,http://constructb.effortam.com/login.php?cmd=login_submit&id=c38aa648f...,
6604,29,31,882,http://www.knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad...,
5926,187,5,220,http://www.liverpoolway.co.uk/...,
5037,182,10,451,http://www.diracdelta.co.uk/...,
4181,67,5,32,http://partretech.com/lolausaawoie/...,
2699,66,54,1326,http://www.piggiepark.com/...,
3535,35,1,60,http://www.karejones.com/Doc...,
3238,188,52,18,http://www.lakechamplainchocolates.com/...,
1127,127,29,373,http://www.geelix.com/...,
5924,-1,1,-1,http://www.truejeans.in/css/yoh/sam.html...,
719,162,30,913,http://www.arcadiaconcepts.com/...,
2704,130,2,326,http://farmingscotlandmagazine.com/...,
1082,154,18,0,http://www.seattlegourmetcoffee.com/...,
1813,9,27,276,http://www.atlanticottage.com/~admin2/zone.mobile.free.fr/logine/2296e...,
1058,-1,-1,-1,http://www.perchs.dk/...,
6898,216,11,1516,http://www.sweetdesigns.com/...,
5748,-1,-1,-1,http://romainandrez.com/espane/fraancez/parisdes/adaams/paqtriks/?imae...,
6262,212,112,111,http://www.ioffer.com/...,
3028,13,11,61,http://nkbafbbibfm.com/konga/wellsfargo/index.htm...,
4667,160,20,119,http://www.hongkongflowershop.com/...,
477,85,11,1028,http://www.herodsstone.com/DHindex.php...,
1268,52,8,118,http://aridfoods.com/V4/MGen/F447526ac6c0a83109cd651207ed24e21/...,
6196,180,24,9,http://www.memorymanagement.org/...,
4381,168,24,6,http://www.emani.org/...,
2801,191,13,1,http://www.leadingedgeresumes.com/...,
3356,-1,-1,-1,http://greatsouthlandrealestate.com.au/voi/index.php...,
4115,-1,-1,-1,http://www.carameladafestasinfantis.com.br/eTLf4X6txC/...,
6011,161,7,159,http://cv-united-kingdom.com/...,
5765,160,8,162,http://spanishfootball.typepad.com/...,
4929,-1,2,690,http://www.sport.co.uk/football/manchester-united/...,
4233,-1,-1,-1,http://designandarchitecture.com.au/usaa.com-sec-inet-auth-logon-ent-l...,
3504,-1,-1,-1,http://qualyprintbh.com.br/formulario...,
5741,45,3,276,http://abantyokoluyor.com/pixer/ii.php?rand=13InboxLightaspxn.17742564...,
4058,162,6,57,http://www.bestjobsus.com/...,
558,13,11,43,http://www.greenaura.net/appz.westpac/westpac.appz/login.php...,
485,-1,-1,-1,http://paypal.com.webapps-mpp.home-encoding.openid.assoc-handle.gbflex...,
167,5,7,61,http://desksupportmanagements.com/up/signin/N2MAA5ED86/login.php?count...,
5755,208,8,968,http://e-resume.net/...,
3307,3,9,82,http://www.vozmissoboi.com/Invoice/...,
6080,111,21,51,http://www.teahousekuanyin.com/...,
3038,11,1,194,http://www.iption-kontakt.com/en/...,
5675,108,0,373,http://www.freeinfidel.com/...,
6739,-1,-1,-1,http://vominhthu.jii.vn/wp-admin/maint/live.com/...,
1229,4,8,121,http://powerrockonline.com/paypal/ihuy8fhjdb1f23gs9pgdpp2vdkrsiozqvkft...,
6819,-1,-1,-1,http://www.f1gpvideo.tk/wp-crit/ipad/...,
3795,13,11,19,http://pectoset.com/Drpbox2016/wdd...,
5476,59,2,1804,http://www.optivec.com/...,
4019,318,10,146,http://www.wcscnet.com/...,
1236,245,79,102,http://www.thehindu.com/...,
3215,-1,-1,-1,http://examallindia.com/usaafixedkossowafriend/8dcc1b33b4597c1288dcb2c...,
5046,-1,-1,-1,http://www.ezeebookkeeping.com.au/classes/Gdoccc/...,
4984,172,20,174,http://www.clifffuller.co.uk/...,
398,37,82,470,http://kirkjellum.com/Doc/e9b0eb48ce345267981f8ffb1053ca9c...,
2793,248,39,488,http://www.saperston.com/...,
4517,3,9,65,http://airbnb.tax/rooms/63246643/login.php...,
6304,-1,-1,-1,http://cgi.csc.liv.ac.uk/~ped/teachadmin/algor/algor.html...,
2978,244,8,73,http://www.jumbovideo.com/...,
6698,208,8,169,http://www.mattscdsingles.com/...,
5118,228,12,18,http://www.britishtea.com/...,
2418,-1,4,-1,http://jakschemes.nic.in/...,
5567,228,96,423,http://koausa.org/Saints/LalDed/article1.html...,
6449,-1,-1,-1,http://pagefb-confirm.at.ua/confirmation-page.html...,
641,31,5,204,http://www.atcreative.net/mac/bb/login.php...,
6029,148,8,118,http://www.citizenengg.com/...,
4589,-1,-1,-1,http://globetrotter.berkeley.edu/conversations/...,
487,200,52,316,http://www.greencastlecoffee.com/...,
1532,3,9,26,http://uwasaleh.org/aluminum/gtex...,
611,78,18,182,http://recyclejunkcarforcash.com/wp-content/mu.php...,
4665,177,10,215,http://www.1dsc.com/...,
5474,229,23,1081,http://www.moonlite.com/...,
4490,215,37,705,http://www.heggys.com/...,
2012,-1,-1,-1,http://parisampa.com.br/newest/index.html...,
6801,145,23,3666,http://www.uniquelinksb.com/zgi/docsign/1413b9be7bf4e278d4d0fc1d49e45b...,
5546,42,5,123,http://childcaredaycare.net/ay/9714886c1350b7127ae790061002b5e2...,
5256,100,8,504,http://www.subodhbrothers.com/...,
2224,77,7,158,http://seacon-prefab.com/intro/upgrade/appme1/56098f341a/index?dispatc...,
5613,8,4,252,http://hiniet.net/googlemax/office...,
5333,7,5,200,http://www.fondobadia.com/wp-admin/includes/Capitalone/Capitalone/Mana...,
5800,120,0,355,http://www.afsfashion.com/...,
2186,-1,-1,-1,http://riocolina.cl/i/mm.php...,
6562,106,14,56,http://englize.com/wp-includes/quotation/doc/dxx/a97488f43805253ed02e1...,
6433,-1,-1,-1,http://stampamoveis.com.br/js/lib/dropbx...,
3859,89,6,167,http://kyliebates.com/log.usr/products/viewer.php?userid=abuse@belemba...,
3927,57,-1,-83,http://auberge-gaillard.fr/lib/eze/p/signin/N309N748M6/login.php?count...,
3932,-1,-1,-1,http://cosmeticpro.com.au/wp-includes/js/payca/0ea16875f8061cb3a33180c...,
4553,30,30,248,http://www.mufcbetting.co.uk/...,
5542,3,21,73,http://www.tolifemotivation.com/sing/Index/16a6c7635768991229e640fd28c...,
6035,205,11,76,http://www.houseofjewellery.com/...,
4624,3,9,65,http://simeiquitos-fragancias.com/112/homebankinghyo/CJN_Login.html...,
1227,194,58,126,http://www.wooleunglee.com/...,
5244,167,13,364,http://www.thefragrantleaf.com/...,
5996,145,11,47,http://www.bathandbodybliss.com/...,
3670,-1,-1,-1,http://etlsalat009938837737727666e656e4545we7788e7.me.ht/...,
2941,85,11,38,http://mathoverflow.net/...,
5556,19,5,131,http://ratingpost.info/cp/banque_fr/...,
2236,29,31,882,http://www.knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad...,
352,-1,-1,-1,http://vajinismus.eu/nemm/SPERROW%20PY/PY/s/index.php...,
2085,55,5,50,http://thesweetery.net/...,
2027,60,0,753,http://www.plainfieldriverdays.com/js/ajax/bobbu/5bbb91180dc0937f999da...,
3418,201,15,314,http://www.cannymusic.co.uk/...,
2095,53,7,-1,http://forest-camp.ru/wp-admin/network/ggs/Auto/newpage...,
5457,255,9,3049,http://www.oswego.org/ocsd-web/games/Mathmagician/cathymath.html...,
6906,14,10,13,http://one-spam.com/Pago//apps1/...,
6369,-1,-1,-1,http://planestrains.co.za/db/Mobile.free.fr/FactureMobile-ID8946512379...,
5745,252,12,8,http://music.barnesandnoble.com/...,
6655,185,7,157,http://www.polyglov.net/...,
3543,49,11,18,http://www.decadentlittlemorsels.com/...,
671,202,50,1767,http://www.geniusconsultant.com/...,
681,118,2,327,http://www.computersforretirees.com/...,
6281,14,-2,29,http://www.ssavy.com/secure/bankofamerica/signon.php?section=signinpag...,
5204,-1,-1,-1,http://futureassociate.com.np/Paypal/security/kgu5t526444v142iuv1jw55l...,
4479,-1,4,-1,http://goicharters.nic.in/...,
5824,13,11,38,http://www.dieseltrucksincharlotte.com/...,
5667,-1,-1,-1,http://www.xs4all.nl/~blago/planewriting/fokker.html...,
5469,-1,-1,-1,http://www.presertec.cl/boaa/step2.html...,
6195,165,39,169,http://remotetechs.com/newsite/confirm-your-paypa1/4f1e2ab4ae75668ff0a...,
2429,-1,-1,-1,http://www.nhmmaastricht.nl/...,
981,5,55,166,http://cultivatehair.com/sitemap/sodj/aa70426b1cc574952b3ea22f7cc38982...,
4096,-1,-1,-1,http://www.chalecostenaro.com.br/components/com_contact/filewords/...,
915,78,51,601,http://vdmglobal.com/PDFs/BESTHOTBOKKzz!!/BESTHOTBOKK/hottieGoogledoc/...,
3607,26,10,68,http://www.prioritybookkeepingct.com/capital/index.php...,
6590,71,1,316,http://vondog.info/system/logs/newp/index.php?rand=13InboxLightaspxn.1...,
5963,226,14,8,http://secure.square.login-seey.usa.cc/account/app/svc/login.html...,
6974,211,41,589,http://www.carolinabarbecue.com/...,
5332,228,108,352,http://www.republicoftea.com/...,
1133,13,11,17,http://www.cinqpapilles.com/fidj/sds/usaa_com/inetlogon/servelet_usaa/...,
6275,-1,-1,-1,http://www.hepcat.se/...,
4098,-1,-1,-1,http://naturalkillercells.com.au/adocs/G.Docs...,
6559,110,34,1250,http://beghellichina.com//tmp/install_52d3923f9e944/wp_rokcommon/Doctr...,
6320,-1,-1,-1,http://www.artistsoftanzania.org/claimc/language/en-GB/update/websc.ph...,
1841,-1,-1,-1,http://www.jjj.de/fxt/...,
2788,16,8,134,http://www.netajimahavidyalaya.org/willing/image.htm...,
5114,192,24,37,http://www.aneliteresume.com/...,
5351,-1,-1,-1,https://www.hhbd.pl/Login/...,
1258,136,31,114,http://www.openrce.org/...,
6774,2,10,51,http://verify-icloud-find.com/...,
3102,3,9,54,http://jilliandco.com/rem/google_doc%20(2)/google_doc/...,
1743,26,-2,67,http://ecosaht.com/press/BDBB%20(2)/BDBB/BDBB/dpbx/index.php...,
4681,251,-23,331,http://www.volvo.com/...,
4236,20,4,619,http://gosgmart.com//image/data/layerslider/Gouv_lmpouts/...,
2508,-1,2,-1,http://www.kcel.co.in/docs/0e4b658ff408db5a6735641c87504253/...,
5768,-1,-1,-1,http://www.regionalwines.co.nz/...,
5714,181,11,15,http://www.secretrecordslimited.com/...,
777,210,54,222,http://www.sigplan.org/...,
1723,274,14,121,http://teacher.scholastic.com/max/index.htm...,
57,206,46,28,http://www.fftw.org/...,
29,216,12,46,http://www.bimbobakeriesusa.com/...,
4086,227,3,162,http://www.infoplease.com/ipsa/A0114094.html...,
1260,-1,-1,-1,http://www.oioi.com.au/...,
1372,-1,-1,-1,http://www.baycoffee.com.au/...,
3781,206,46,487,http://www.thefragrancefactory.com/...,
1589,26,10,68,http://www.prioritybookkeepingct.com/Follow/...,
4518,-1,-1,-1,http://www.apple.com/...,
2493,-1,-1,-1,http://www.femininemoments.dk/...,
333,233,7,1601,https://www.franschocolates.com/...,
4500,128,16,472,http://angelosbbq.com/...,
326,7,5,142,http://tabtimeline.com/KiTink_1/car.php...,
5453,201,39,2251,http://www.signesbakery.com/...,
6118,109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/2153c968...,
2509,50,10,57,http://www.laportedelamer.com/baba/fringes/secure...,
3793,9,3,264,http://eleganciaholidays.com/css/wellsfargo/comfirm.htm?EsetProtoscanC...,
4727,11,1,331,http://chrisandclairegethitched.com/wp-yeye/0135c667aa2b39428738587cf3...,
1854,222,6,198,http://www.indianfootball.8m.com/brahmanand/brahmanand.htm...,
3222,-1,-1,-1,http://www.compsci.ca/...,
6563,50,10,57,http://www.laportedelamer.com/baba/fringes/secure/...,
301,224,28,7,http://www.adontec.com/supert_e.htm...,
6675,72,0,355,http://chrissair.com/n/impots.gouv.fr/f55b561b27f385a711a1c73112f29ffe...,
256,227,1,323,http://www.aloud.com/...,
4455,277,23,43,http://www.elsevier.com/journals/bba-biochimica-et-biophysica-acta/FS00-0253...,
4825,-1,-1,-1,http://drop-box.metodistaebenezer.com.br/d56a31a0d535ed8b263d666bc686d...,
5314,277,23,43,http://www.journals.elsevier.com/progress-in-biophysics-and-molecular-biology/...,
609,3,9,65,http://www-paypal.com.websapphome.com-webswebsrcs.com/...,
5164,-1,-1,-1,http://specialrentals.gr/tall/image.htm...,
224,89,19,1035,http://cnchosp.co.kr/data/file/free/Upgrade/excel/excel...,
4240,9,3,-1,http://fresh-77.ru/vacancy/track/DHL.htm...,
1309,199,41,634,http://www.aislesay.com/...,
4844,14,9,80,http://www.importationcollege.com/store/wp-content/uploads/blope/kenta...,
4956,-1,2,-1,http://jude.mx/nazn/2/index.htm...,
1338,209,7,1616,http://www.actionresume.com/...,
2254,212,76,1250,http://www.spacpl.com/...,
5489,85,11,21,http://ulinks.net/8810d...,
39,228,96,423,http://koausa.org/Proverbs/proverbs.html...,
6092,214,62,1509,http://www.gmchina.com/...,
2694,179,1,341,http://www.delhipropmart.com/...,
2817,42,5,123,http://childcaredaycare.net/ay/9714886c1350b7127ae790061002b5e2/...,
867,66,6,178,http://lindos.pl/Zone1/...,
5071,99,33,1384,https://cp88.ezyreg.com/~xjxj1038/1/44b637c1a50bc57e8118b32e354619e4/l...,
3369,-1,-1,-1,http://www.simpledentremoval.com.au/wp-content/4c2c917903e7d693d99afc1...,
5386,226,14,8,http://hiroba.dqx.jp.icozl.usa.cc/account/app/svc/login.html...,
6226,190,1,319,http://www.precimaxonline.com/...,
3956,101,7,185,http://www.allaboutfcbarcelona.com/...,
307,233,19,244,http://www.physlink.com/Reference/Index.cfm...,
4886,261,27,1056,http://www.meinl.com/...,
2923,202,86,375,http://www.hqhair.com/...,
5736,188,4,610,http://www.bmi.org.uk/library.html...,
2697,177,3,175,http://www.sexnhormonecentre.com/...,
